File;Group;Number in Group;Row;Column;X;Y;Width;Height;Notes;Tags;Number per file
blupi000.blp;ACTION_MOCKERY;3;1;1;62;167;32;49;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | part of a 64-entry table - likely a state lookup, not a plain animation sequence | reused 49 more time(s) within ACTION_MOCKERY itself | also used by: ACTION_OUF1a(3x), ACTION_TURN(1x), ACTION_STOP(140x), ACTION_VERTIGO(1x), ACTION_OUF4(4x), ACTION_CHARGE(4x), ACTION_MOCKERYi(45x);auto:table_blupi_v1;1
blupi000.blp;ACTION_MOCKERY;28;2;1;78;216;28;50;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | part of a 64-entry table - likely a state lookup, not a plain animation sequence | reused 1 more time(s) within ACTION_MOCKERY itself | also used by: ACTION_TURN(2x), ACTION_TURNAIR(2x), ACTION_TAKESKATE(2x), ACTION_DEPOSESKATE(2x), ACTION_OUF1a(4x), ACTION_OUF1b(4x), ACTION_OUF2(4x), ACTION_OUF5(4x), ACTION_SUCETTE(4x), ACTION_CHARGE(12x), ACTION_MOCKERYi(4x);auto:table_blupi_v1;2
blupi000.blp;ACTION_MOCKERY;52;3;1;701;216;35;50;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | part of a 64-entry table - likely a state lookup, not a plain animation sequence | also used by: ACTION_TURN(3x), ACTION_TURNAIR(2x), ACTION_CHARGE(4x), ACTION_MOCKERYi(4x);auto:table_blupi_v1;3
blupi000.blp;ACTION_TURN;5;4;1;106;216;28;50;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | reused 1 more time(s) within ACTION_TURN itself | also used by: ACTION_TURNAIR(2x), ACTION_CHARGE(12x), ACTION_MOCKERYi(4x);auto:table_blupi_v1;4
blupi000.blp;ACTION_MOCKERY;56;5;1;501;71;32;46;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | part of a 64-entry table - likely a state lookup, not a plain animation sequence | reused 1 more time(s) within ACTION_MOCKERY itself | also used by: ACTION_OUF1a(1x), ACTION_TURN(1x), ACTION_CHARGE(4x);auto:table_blupi_v1;5
blupi000.blp;ACTION_MOCKERY;30;6;1;518;317;33;52;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | part of a 64-entry table - likely a state lookup, not a plain animation sequence | reused 1 more time(s) within ACTION_MOCKERY itself | also used by: ACTION_OUF1a(1x), ACTION_MARCH(1x), ACTION_RECEDE(1x), ACTION_ADVANCE(1x);auto:table_blupi_v1;6
blupi000.blp;ACTION_MARCH;2;7;1;314;216;32;50;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | walk | also used by: ACTION_RECEDE(1x), ACTION_ADVANCE(1x);auto:table_blupi_v1;7
blupi000.blp;ACTION_MOCKERY;36;8;1;346;216;32;50;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | part of a 64-entry table - likely a state lookup, not a plain animation sequence | also used by: ACTION_MARCH(1x), ACTION_RECEDE(1x), ACTION_ADVANCE(1x);auto:table_blupi_v1;8
blupi000.blp;ACTION_MOCKERY;18;9;1;551;317;33;52;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | part of a 64-entry table - likely a state lookup, not a plain animation sequence | also used by: ACTION_OUF1a(1x), ACTION_MARCH(1x), ACTION_RECEDE(1x), ACTION_ADVANCE(1x);auto:table_blupi_v1;9
blupi000.blp;ACTION_TURN;2;10;1;378;216;32;50;names borrowed from Speedy Blupi II's def.hpp - see tools/generate_blupi000_v1_rows.py | also used by: ACTION_MARCH(1x), ACTION_RECEDE(1x), ACTION_ADVANCE(1x);auto:table_blupi_v1;10
